Customer_ID,Age,Gender,City,Education,Employment_Status,Experience_Years,Annual_Income,Monthly_Spending,Satisfaction_Score,Online_Hours_Per_Week,Purchased
C0334,63.0,Female,Lahore,Master,Employed,14.0,1269000.0,18700.0,1.0,11.6,No
C0005,,Male,Karachi,High School,Unemployed,25.0,550000.0,,4.0,32.1,No
C0257,51.0,Female,Peshawar,Bachelor,Unemployed,3.0,1173000.0,25400.0,4.0,22.2,No
C0361,55.0,Female,Karachi,High School,Employed,28.0,1202000.0,29200.0,9.0,14.0,No
C0101,62.0,Female,Lahore,High School,Student,21.0,826000.0,27100.0,5.0,31.1,Yes
C0227,,Female,Multan,Bachelor,Employed,8.0,887000.0,31500.0,1.0,14.1,No
C0383,47.0,Male,Multan,Master,Employed,18.0,1472000.0,34900.0,2.0,21.7,No
C0214,61.0,Male,Karachi,Bachelor,Unemployed,1.0,1262000.0,25800.0,2.0,19.1,No
C0172,62.0,Female,Islamabad,Master,Self-employed,26.0,1104000.0,20000.0,2.0,16.6,Yes
C0099,43.0,Female,Karachi,Bachelor,Student,7.0,857000.0,24600.0,3.0,25.7,Yes
C0216,32.0,Male,Lahore,Bachelor,Employed,24.0,1136000.0,30200.0,2.0,14.0,Yes
C0062,24.0,Male,Peshawar,Bachelor,Self-employed,4.0,610000.0,,8.0,22.9,Yes
C0048,26.0,Male,Peshawar,Bachelor,Unemployed,,876000.0,41500.0,4.0,14.6,Yes
C0033,66.0,Male,Lahore,High School,Employed,24.0,990000.0,34700.0,5.0,17.3,Yes
C0268,20.0,Other,Karachi,Bachelor,Student,,,35000.0,7.0,8.5,No
C0201,69.0,Female,Peshawar,Master,Self-employed,9.0,871000.0,37600.0,,11.2,Yes
C0359,47.0,Male,Lahore,High School,Employed,24.0,1059000.0,50800.0,9.0,9.2,Yes
C0028,50.0,Male,Peshawar,Bachelor,Employed,22.0,691000.0,52000.0,5.0,29.5,No
C0315,37.0,Female,Lahore,Bachelor,Employed,20.0,1268000.0,48300.0,7.0,30.3,No
C0231,66.0,Male,Karachi,Bachelor,Employed,9.0,663000.0,,2.0,15.2,Yes
C0261,65.0,Male,Peshawar,PhD,Unemployed,21.0,637000.0,45800.0,7.0,15.1,No
C0289,67.0,Male,Peshawar,Bachelor,Employed,25.0,1062000.0,24700.0,5.0,18.2,Yes
C0163,56.0,Female,Karachi,Master,Self-employed,27.0,973000.0,17200.0,8.0,20.3,No
C0342,21.0,Female,Multan,High School,Employed,,672000.0,20300.0,7.0,21.9,No
C0139,,Female,Lahore,High School,Self-employed,6.0,971000.0,35000.0,9.0,24.8,Yes
C0063,61.0,Male,Karachi,Bachelor,Unemployed,29.0,705000.0,6600.0,10.0,26.4,No
C0136,54.0,Female,Multan,Bachelor,Employed,25.0,9000000.0,53100.0,1.0,21.8,No
C0129,25.0,Female,Multan,Bachelor,Self-employed,11.0,778000.0,49500.0,1.0,21.2,Yes
C0009,36.0,Male,Karachi,Bachelor,Student,27.0,820000.0,8400.0,8.0,16.3,No
C0065,64.0,Female,Karachi,Bachelor,Self-employed,7.0,887000.0,35000.0,1.0,23.7,Yes
C0301,19.0,Female,Peshawar,High School,Employed,27.0,685000.0,,6.0,11.5,No
C0015,53.0,Female,Lahore,Bachelor,Employed,21.0,1124000.0,5000.0,7.0,24.0,Yes
C0157,32.0,Female,Islamabad,Bachelor,Employed,10.0,1004000.0,11700.0,1.0,21.4,Yes
C0041,,Male,Karachi,Master,Employed,23.0,545000.0,25600.0,15.0,24.8,Yes
C0370,50.0,Other,Multan,Bachelor,Employed,21.0,1519000.0,61900.0,6.0,5.0,Yes
C0326,37.0,Male,Lahore,Bachelor,Employed,0.0,1188000.0,39800.0,10.0,22.3,No
C0217,49.0,Female,Islamabad,High School,Self-employed,9.0,1334000.0,54200.0,2.0,31.6,Yes
C0280,50.0,Female,Multan,Bachelor,Employed,22.0,873000.0,25300.0,5.0,8.3,No
C0348,25.0,Male,Lahore,Bachelor,Employed,14.0,846000.0,56300.0,10.0,24.5,No
C0237,40.0,Female,Lahore,Bachelor,Employed,13.0,721000.0,,5.0,10.9,No
C0208,44.0,Female,Lahore,Master,Employed,2.0,1150000.0,10400.0,2.0,31.1,Yes
C0213,59.0,Male,Islamabad,High School,Self-employed,9.0,1003000.0,,4.0,27.8,No
C0296,33.0,Male,Islamabad,High School,Student,1.0,883000.0,20700.0,5.0,16.3,No
C0368,38.0,Male,Lahore,Bachelor,Employed,29.0,893000.0,48300.0,3.0,3.2,Yes
C0252,34.0,Male,Karachi,Bachelor,Employed,4.0,1051000.0,14600.0,10.0,27.6,No
C0394,63.0,Male,Peshawar,High School,Student,25.0,,43600.0,2.0,22.7,Yes
C0369,47.0,Female,Karachi,Bachelor,Employed,29.0,1370000.0,30200.0,3.0,24.2,Yes
C0304,29.0,Female,Lahore,Master,Unemployed,,542000.0,36600.0,1.0,14.1,No
C0270,53.0,Female,Lahore,High School,Student,20.0,,44100.0,1.0,15.9,No
C0202,30.0,Male,Lahore,Bachelor,Employed,25.0,1199000.0,38700.0,6.0,17.8,No
C0162,49.0,Female,Karachi,Bachelor,Employed,21.0,1183000.0,51900.0,4.0,26.0,Yes
C0044,54.0,Male,Peshawar,Bachelor,Employed,19.0,1058000.0,,2.0,18.2,No
C0218,49.0,Male,Islamabad,Master,Self-employed,20.0,1244000.0,43400.0,6.0,17.4,No
C0191,61.0,Female,Karachi,High School,Self-employed,22.0,844000.0,45100.0,8.0,2.7,No
C0310,52.0,Female,Islamabad,Bachelor,Employed,12.0,1383000.0,57700.0,4.0,9.1,Yes
C0260,28.0,Female,Islamabad,Bachelor,Employed,23.0,832000.0,32100.0,7.0,12.6,Yes
C0106,18.0,Female,Islamabad,Master,Employed,27.0,1146000.0,34900.0,10.0,13.6,No
C0054,67.0,Male,Multan,Bachelor,Employed,18.0,547000.0,450000.0,6.0,17.6,Yes
C0002,69.0,Male,Lahore,Bachelor,Self-employed,0.0,713000.0,29900.0,3.0,6.2,Yes
C0050,35.0,Male,Karachi,Master,Unemployed,3.0,150000.0,46300.0,7.0,22.8,No
C0081,51.0,Male,Lahore,Bachelor,Employed,16.0,1126000.0,55400.0,2.0,12.3,No
C0206,23.0,Male,Islamabad,Master,Employed,11.0,1000000.0,22600.0,8.0,1.0,No
C0035,59.0,Male,Islamabad,Master,Employed,10.0,365000.0,51900.0,5.0,10.1,No
C0264,26.0,Male,Islamabad,Master,Student,4.0,375000.0,42100.0,10.0,21.0,No
C0092,38.0,Male,Peshawar,Bachelor,Student,30.0,,42600.0,6.0,23.1,No
C0340,53.0,Female,Multan,Master,Self-employed,0.0,1335000.0,24800.0,10.0,20.4,Yes
C0053,31.0,Male,Peshawar,High School,Employed,14.0,150000.0,40300.0,3.0,18.8,Yes
C0346,65.0,Other,Karachi,High School,Employed,14.0,977000.0,31200.0,,15.0,No
C0265,23.0,Male,Karachi,Master,Employed,5.0,930000.0,57300.0,1.0,28.8,No
C0242,36.0,Male,Lahore,Bachelor,Student,24.0,1078000.0,55600.0,7.0,12.3,No
C0014,70.0,Male,Multan,Bachelor,Employed,26.0,960000.0,55600.0,8.0,21.3,Yes
C0316,41.0,Female,Karachi,Bachelor,Employed,30.0,775000.0,28700.0,6.0,19.1,No
C0089,200.0,Female,Islamabad,High School,Unemployed,25.0,995000.0,47100.0,10.0,27.7,No
C0274,36.0,Male,Lahore,Bachelor,Employed,3.0,583000.0,39000.0,3.0,12.1,Yes
C0167,21.0,Female,Multan,Bachelor,Unemployed,1.0,810000.0,30100.0,7.0,16.5,No
C0329,42.0,Male,Lahore,Master,Self-employed,19.0,518000.0,40200.0,1.0,25.9,No
C0397,52.0,Male,Islamabad,High School,Student,6.0,1176000.0,35100.0,10.0,14.6,No
C0135,41.0,Other,Karachi,High School,Unemployed,2.0,1215000.0,44200.0,,25.6,Yes
C0307,49.0,Male,Islamabad,Bachelor,Employed,18.0,1141000.0,32200.0,10.0,20.6,Yes
C0387,23.0,Male,Lahore,Master,Employed,19.0,1180000.0,45400.0,9.0,9.8,Yes
C0320,28.0,Male,Peshawar,High School,Employed,12.0,1093000.0,41100.0,8.0,19.6,Yes
C0244,70.0,Male,Islamabad,High School,Employed,10.0,413000.0,58000.0,4.0,14.6,No
C0055,26.0,Other,Islamabad,High School,Employed,6.0,1036000.0,34600.0,8.0,6.6,Yes
C0364,25.0,Male,Lahore,Bachelor,Student,2.0,984000.0,81600.0,1.0,2.9,No
C0051,21.0,Male,Multan,Bachelor,Self-employed,10.0,981000.0,52800.0,7.0,25.4,No
C0175,46.0,Male,Peshawar,Bachelor,Student,14.0,950000.0,31600.0,3.0,4.2,No
C0190,61.0,Male,Multan,Bachelor,Employed,18.0,745000.0,35300.0,7.0,15.0,No
C0101,62.0,Female,Lahore,High School,Student,21.0,826000.0,27100.0,5.0,31.1,Yes
C0188,45.0,Male,Lahore,Master,Employed,30.0,1401000.0,45800.0,6.0,20.7,No
C0170,40.0,Female,Lahore,Bachelor,Self-employed,14.0,814000.0,32600.0,9.0,20.5,No
C0059,37.0,Male,Karachi,Bachelor,Employed,10.0,795000.0,24900.0,10.0,9.9,Yes
C0049,56.0,Female,Lahore,Master,Employed,13.0,528000.0,47000.0,6.0,26.9,No
C0345,38.0,Female,Multan,Master,Employed,15.0,607000.0,46800.0,1.0,34.6,Yes
C0236,45.0,Female,Lahore,Master,Employed,16.0,839000.0,37800.0,5.0,24.9,Yes
C0253,55.0,Female,Lahore,Master,Student,25.0,,37800.0,7.0,18.9,Yes
C0022,41.0,Female,Islamabad,Bachelor,Self-employed,23.0,1115000.0,300000.0,3.0,22.2,No
C0314,20.0,Female,Multan,High School,Employed,5.0,7000000.0,40500.0,7.0,16.7,No
C0161,68.0,Female,Islamabad,Bachelor,Employed,24.0,1040000.0,22000.0,2.0,10.8,No
C0277,24.0,Male,Islamabad,Bachelor,Employed,,787000.0,66500.0,6.0,30.7,No
C0192,37.0,Female,Peshawar,Bachelor,Employed,28.0,759000.0,43900.0,8.0,16.8,No
C0294,52.0,Male,Lahore,Master,Student,29.0,,46000.0,7.0,13.9,Yes
C0344,31.0,Female,Karachi,High School,Employed,19.0,934000.0,41900.0,10.0,18.1,Yes
C0258,23.0,Male,Lahore,Bachelor,Employed,,856000.0,42300.0,8.0,10.2,No
C0309,58.0,Female,Karachi,High School,Unemployed,23.0,656000.0,33100.0,3.0,24.0,No
C0150,22.0,Male,Karachi,Bachelor,Employed,7.0,708000.0,39500.0,5.0,26.9,No
C0131,51.0,Male,Islamabad,Bachelor,Self-employed,13.0,732000.0,36300.0,7.0,8.4,No
C0152,31.0,Female,Islamabad,Bachelor,Employed,7.0,446000.0,17900.0,4.0,16.8,Yes
C0360,55.0,Male,Islamabad,Bachelor,Employed,19.0,750000.0,20000.0,6.0,25.4,Yes
C0100,42.0,Female,Peshawar,Bachelor,Student,1.0,,28900.0,,20.6,Yes
C0373,50.0,Male,Karachi,Master,Employed,16.0,310000.0,45000.0,3.0,19.0,Yes
C0088,25.0,Male,Multan,Master,Employed,24.0,1106000.0,27600.0,6.0,14.0,No
C0331,42.0,Female,Karachi,Bachelor,Self-employed,26.0,758000.0,24900.0,2.0,9.3,Yes
C0215,41.0,Male,Islamabad,Bachelor,Employed,10.0,809000.0,29400.0,5.0,8.5,No
C0122,22.0,Female,Lahore,Bachelor,Student,24.0,668000.0,33500.0,5.0,16.7,No
C0301,19.0,Female,Peshawar,High School,Employed,27.0,685000.0,,6.0,11.5,No
C0021,19.0,Male,Lahore,PhD,Self-employed,22.0,150000.0,42800.0,3.0,12.2,No
C0189,45.0,Female,Multan,Master,Self-employed,21.0,783000.0,41600.0,1.0,25.0,Yes
C0072,,Female,Islamabad,High School,Self-employed,30.0,827000.0,20900.0,2.0,21.9,No
C0107,42.0,Female,Multan,Master,Employed,1.0,1206000.0,,9.0,23.6,Yes
C0271,36.0,Male,Peshawar,Master,Student,9.0,1334000.0,48200.0,5.0,24.6,Yes
C0349,24.0,Female,Karachi,High School,Employed,5.0,1014000.0,61100.0,1.0,24.9,No
C0103,46.0,Female,Karachi,Master,Student,20.0,531000.0,22700.0,6.0,32.2,No
